"author","author_profile_link","author_followers","location","location_short","location_lat","location_lng","location_city","location_address","audio_source","timestamp","timestamp_iso","timestamp_wib","post_url","content_text","image_url","video_url","image_source","video_source","likes","comments","views","query_used","hashtag_source","scraped_at","scraped_at_wib","updated_at","updated_at_wib","update_count"
"maju.idn","https://www.instagram.com/maju.idn/",,"N/A",,,,,,"N/A","1763526937","2025-11-19T04:35:37.000Z","2025-11-19 11:35:37 WIB","https://www.instagram.com/p/DROY7plEj9G/","Seorang dosen di UNTAG Semarang dilaporkan t3w*5 oleh kekasihnya yang merupakan anggota POLRI bernama AKBP Basuki (56). Korban yang bernama Dwinanda Linchia (35) ini ditemukan t3w*5 dengan kondisi tanpa busana di kamar Kos-Hotel (Konsel) yang sudah ia tempati selama 2 tahun ini bersama AKBP Basuki. ‎ ‎Informasi terkait riwayat kesehatan korban beredar dipublik, disampaikan bahwa pemeriksaan terakhir yang dilakukan korban menunjukkan tensi tinggi hingga 190 dan gula darah mencapai 600. Di malam kejadian korban sempat meminta AKBP Basuki untuk melumuri tubuhnya dengan minyak kayu putih. Lalu pada pagi harinya korban sudah ditemukan t3w*5 dan langsung dilaporkan oleh AKBP Basuki kepihak yang berwenang. ‎ ‎Autopsi sudah dilakukan terhadap jasad korban dan kini polisi sedang menunggu hasil validnya keluar guna mengetahui penyebab k3m4t1*n korban. Teruntuk AKBP Basuki saat ini beliau sedang diperiksa secara intensif oleh PROPAM dengan status masih sebagai saksi. ____________ #MajuIndonesia #MajuIDN #Indonesia #InfoBandung #Bandung #JakartaPusat #Jaksel #Jakpus #JakartaSelatan #JKTInfo #InfoSerpong #jawabarat #InfoTangsel #Tangerang #InfoTangerang #Jakarta #bekasi #InfoJakarta #infobekasi #Politik #Jabar #JawaBarat #InfoJabar #Prabowo #Untag #Semarang #InfoSemarang","https://www.instagram.com/p/DROY7plEj9G/","N/A","https://scontent.cdninstagram.com/v/t51.82787-15/581539593_18176910502362842_1701642759702799357_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=Mzc2OTA1OTU5MDM2NjQ0NTM4Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTY2Ni5zZHIuQzMifQ%3D%3D&_nc_ohc=oAZMs1_5P8AQ7kNvwEGn1LS&_nc_oc=AdnwX91A5l-4ZRCKsyyZuia6g_mJr_D0hYEkH0gNhh7KpBlpctHs6os_eziszmbDRu4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=fJz4yfNJXUpw26yeN77Phw&oh=00_Afh_FRFEBI2nFD_A3T-4LUXfFUmpxVRSLe7f7USLlvZrUQ&oe=6924AB46","N/A","2649","535","0","politik","politik","2025-11-20T11:00:48.324Z","2025-11-20 18:00:48 WIB","2025-11-20T11:00:48.324Z","2025-11-20 18:00:48 WIB","0"
